Continent,Country,Product,Date,Materials,Product,Volume
Oceania,Guam,Rice,2015/04/09,Lst_OTHER_MATERIALS,OTHER MATERIALS,99.62
Africa,Mozambique,seeds,2015/01/04,Lst_BUILDING_MATERIALS,brick,59.92
Europe,Guernsey,T-shirts,2010/06/07,Lst_FABRICS,nylon,61.55
Americas,French Guiana,Antibiotics ,2004/09/05,Lst_FABRICS,lace,47.65
Asia,Japan,Jerseys,2020/08/10,Lst_FABRICS,lace,83.14
Europe,Croatia,Provitamins,2020/02/05,Lst_METALS,oxygen,40.99
Africa,Namibia,fish,2001/08/05,Lst_BUILDING_MATERIALS,stone,74.2
Asia,Nepal,Provitamins,2016/12/21,Lst_METALS,carbon dioxide,42.19
Oceania,Palau,bronze  ,2020/02/12,Lst_METALS,magnesium,74.28
Europe,Moldova (Republic of),mercury,2015/06/19,Lst_FABRICS,cotton,81.09
Africa,Kenya,Gold,2008/02/01,Lst_METALS,alloy,65.8
Africa,Madagascar,Sugar ,2011/04/30,Lst_FABRICS,FABRICS,33.95
Americas,Guyana,uranium,2010/01/07,Lst_BUILDING_MATERIALS,slate,56.31
Europe,Iceland,Jewelry,2005/09/16,Lst_FABRICS,leather,71.07
Americas,Dominica,Silver ,2011/04/14,Lst_FABRICS,lace,90.22
Europe,Denmark,Alcohol  ,2020/07/13,Lst_BUILDING_MATERIALS,glass,90.64
Asia,Uzbekistan,Sugar ,2008/07/09,Lst_METALS,brass,54.22
Americas,Jamaica,Beans,2000/08/19,Lst_METALS,brass,55.68
Africa,Swaziland,copper,2021/10/26,Lst_FABRICS,wool,37.1
Americas,Ecuador,Sugar ,2011/10/15,Lst_OTHER_MATERIALS,ice,79.07
Africa,Western Sahara,T-shirts,2009/09/25,Lst_OTHER_MATERIALS,rubber,50.46
Americas,Brazil,Jewelry,2012/07/21,Lst_OTHER_MATERIALS,charcoal,70.72
Africa,Morocco,pullovers ,2018/01/29,Lst_METALS,uranium,47.81
Europe,Slovakia,Provitamins,2003/08/22,Lst_OTHER_MATERIALS,ash,92.1
Africa,Morocco,Silver ,2003/08/06,Lst_BUILDING_MATERIALS,wood,94.21
Africa,Djibouti,pullovers ,2009/11/23,Lst_FABRICS,cloth,90.01
Oceania,Marshall Islands,Corn,2006/03/04,Lst_OTHER_MATERIALS,oil,76.49
Africa,Libya,Sugar ,2003/06/18,Lst_METALS,oxygen,72.7
Europe,Finland,Palm oil,2014/05/28,Lst_FABRICS,silk,82.22
Oceania,Vanuatu,Cocoa beans,2004/05/31,Lst_METALS,helium,32.69
Oceania,Solomon Islands,Rice,2014/11/11,Lst_METALS,platinum,39.78
Africa,Angola,iron,2003/03/26,Lst_OTHER_MATERIALS,cardboard,95.79
Africa,Somalia,T-shirts,2002/03/13,Lst_FABRICS,linen,38.86
Americas,Nicaragua,Corn,2020/02/29,Lst_METALS,tin,84.37
Africa,South Africa,Caps,2004/06/14,Lst_BUILDING_MATERIALS,stone,93.47
Oceania,Tonga,magnesium ,2015/11/04,Lst_OTHER_MATERIALS,mud,49.35
Oceania,Pitcairn,mercury,2001/05/31,Lst_BUILDING_MATERIALS,wood,47.66
Oceania,Marshall Islands,copper,2016/09/20,Lst_OTHER_MATERIALS,paraffin,38.95
Africa,Lesotho,Cocoa beans,2008/08/08,Lst_METALS,gold,48.48
Asia,Nepal,Silver ,2009/06/26,Lst_OTHER_MATERIALS,ash,53.45
Americas,Belize,aluminium ,2007/09/05,Lst_METALS,oxygen,45.51
Oceania,Fiji,Diamonds,2003/02/08,Lst_FABRICS,wool,54.28
Oceania,French Polynesia,Cocoa beans,2010/02/15,Lst_FABRICS,cotton,36.72
Americas,Trinidad and Tobago,aluminium ,2009/07/11,Lst_BUILDING_MATERIALS,stone,99.5
Oceania,Kiribati,Corn,2004/01/18,Lst_BUILDING_MATERIALS,plastic,48.83
Oceania,Australia,uranium,2007/12/09,Lst_FABRICS,linen,50.65
Oceania,Samoa,Corn,2009/11/07,Lst_FABRICS,cotton,75.85
Oceania,Pitcairn,Meat,2000/07/09,Lst_FABRICS,cotton,80.5
Oceania,Nauru,iron,2003/08/31,Lst_FABRICS,leather,57.51
Americas,Saint Martin (French part),Caps,2013/07/23,Lst_FABRICS,cotton,62.05
Africa,Lesotho,Gold,2009/01/25,Lst_BUILDING_MATERIALS,slate,85.25
Asia,Oman,fish,2021/11/18,Lst_BUILDING_MATERIALS,metal,75.11
Oceania,Marshall Islands,Bananas,2018/05/31,Lst_OTHER_MATERIALS,asbestos,83.58
Asia,Malaysia,aluminium ,2005/08/12,Lst_BUILDING_MATERIALS,glass,49.0
Europe,Monaco,mercury,2015/04/18,Lst_BUILDING_MATERIALS,brick,82.87
Oceania,Cook Islands,fish,2012/11/27,Lst_BUILDING_MATERIALS,plastic,64.42
Europe,Belarus,iron,2014/12/03,Lst_FABRICS,polyester,69.09
Oceania,Papua New Guinea,Caps,2013/12/13,Lst_OTHER_MATERIALS,chalk,68.52
Asia,Philippines,fish,2001/03/15,Lst_BUILDING_MATERIALS,wood,53.57
Americas,"Bonaire, Sint Eustatius and Saba",Diamonds,2006/07/12,Lst_OTHER_MATERIALS,ash,30.42
Americas,Anguilla,magnesium ,2005/01/21,Lst_FABRICS,cotton,60.65
Europe,Albania,iron,2009/06/09,Lst_METALS,zinc,76.75
Americas,Dominica,magnesium ,2018/01/29,Lst_FABRICS,cotton,59.55
Africa,Namibia,Rice,2016/04/09,Lst_FABRICS,linen,64.25
Asia,Afghanistan,Palm oil,2014/08/18,Lst_OTHER_MATERIALS,paraffin,48.25
Oceania,French Polynesia,fish,2009/02/23,Lst_METALS,mercury,96.83
Americas,Saint Lucia,safflower,2009/05/20,Lst_OTHER_MATERIALS,coal,78.27
Oceania,Australia,T-shirts,2018/04/23,Lst_METALS,oxygen,32.97
Asia,Myanmar,seeds,2015/02/10,Lst_BUILDING_MATERIALS,stone,46.92
Asia,China,fish,2018/10/28,Lst_OTHER_MATERIALS,dust,88.57
Asia,Viet Nam,fish,2016/02/21,Lst_FABRICS,linen,30.49
Europe,Croatia,Antibiotics ,2010/11/15,Lst_METALS,oxygen,30.57
Africa,Burundi,Provitamins,2005/04/19,Lst_OTHER_MATERIALS,paraffin,65.2
Asia,Hong Kong,Provitamins,2002/09/04,Lst_METALS,silver,76.27
Oceania,New Caledonia,Corn,2007/10/26,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,34.95
Europe,Malta,Diamonds,2004/11/27,Lst_BUILDING_MATERIALS,plastic,30.37
Oceania,Micronesia (Federated States of),uranium,2002/02/07,Lst_FABRICS,FABRICS,67.48
Americas,Martinique,Jerseys,2001/09/08,Lst_BUILDING_MATERIALS,marble,57.06
Europe,Latvia,Alcohol  ,2001/10/06,Lst_OTHER_MATERIALS,ice,49.72
Americas,Venezuela (Bolivarian Republic of),copper,2003/03/05,Lst_OTHER_MATERIALS,cardboard,81.4
Americas,Saint Martin (French part),Jewelry,2006/01/31,Lst_FABRICS,FABRICS,33.61
Asia,Nepal,seeds,2002/08/01,Lst_BUILDING_MATERIALS,glass,56.36
Africa,Seychelles,Cocoa beans,2011/03/22,Lst_METALS,GASES,94.51
Europe,Montenegro,Provitamins,2017/07/13,Lst_METALS,magnesium,52.52
Oceania,Samoa,Diamonds,2012/09/28,Lst_BUILDING_MATERIALS,concrete,62.55
Africa,Cabo Verde,Alcohol  ,2001/05/05,Lst_OTHER_MATERIALS,dust,78.3
Asia,Thailand,Meat,2021/08/30,Lst_FABRICS,cloth,97.27
Americas,Grenada,Silver ,2016/11/23,Lst_OTHER_MATERIALS,ash,50.26
Asia,Sri Lanka,fish,2000/09/03,Lst_METALS,aluminium,97.78
Africa,Comoros,Diamonds,2017/05/14,Lst_FABRICS,polyester,30.73
Americas,Saint Vincent and the Grenadines,pullovers ,2004/02/29,Lst_OTHER_MATERIALS,soil,73.74
Africa,Sierra Leone,copper,2005/06/20,Lst_OTHER_MATERIALS,OTHER MATERIALS,37.89
Americas,Venezuela (Bolivarian Republic of),Corn,2013/07/02,Lst_BUILDING_MATERIALS,glass,64.09
Americas,Martinique,aluminium ,2012/07/15,Lst_BUILDING_MATERIALS,marble,81.15
Americas,Colombia,Sugar ,2000/03/31,Lst_METALS,brass,60.99
Africa,Ghana,Rice,2001/10/29,Lst_OTHER_MATERIALS,oil,77.19
Americas,Haiti,Provitamins,2004/07/19,Lst_BUILDING_MATERIALS,plastic,31.06
Oceania,New Caledonia,copper,2001/03/22,Lst_OTHER_MATERIALS,asbestos,59.57
Europe,Greece,Bananas,2012/09/17,Lst_METALS,lead,62.29
Europe,Netherlands,Bananas,2005/08/11,Lst_METALS,magnesium,88.64
Oceania,Pitcairn,mercury,2015/10/01,Lst_METALS,alloy,66.46
Asia,China,Alcohol  ,2003/09/07,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,97.33
Europe,Belarus,Antibiotics ,2006/01/03,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,89.34
Oceania,Tonga,Beans,2016/12/24,Lst_METALS,nickel,52.35
Americas,Bahamas,iron,2018/03/17,Lst_BUILDING_MATERIALS,wood,58.64
Asia,China,Beans,2007/06/09,Lst_BUILDING_MATERIALS,gravel,83.81
Americas,Belize,Provitamins,2001/05/04,Lst_BUILDING_MATERIALS,glass,57.16
Europe,Luxembourg,mercury,2017/10/01,Lst_BUILDING_MATERIALS,cement,69.09
Europe,Guernsey,Rice,2012/08/22,Lst_FABRICS,polyester,74.5
Oceania,Kiribati,Jerseys,2016/03/28,Lst_BUILDING_MATERIALS,wood,64.4
Africa,Algeria,Cocoa beans,2008/10/23,Lst_OTHER_MATERIALS,steam,57.93
Oceania,Pitcairn,seeds,2013/01/05,Lst_BUILDING_MATERIALS,stone,98.07
Americas,Suriname,Cocoa beans,2020/11/19,Lst_OTHER_MATERIALS,petrol,31.25
Europe,Bulgaria,Alcohol  ,2019/01/22,Lst_OTHER_MATERIALS,ice,91.95
Europe,Liechtenstein,Caps,2008/03/13,Lst_METALS,helium,41.36
Americas,Guatemala,Alcohol  ,2021/02/20,Lst_BUILDING_MATERIALS,plastic,72.75
Oceania,Tonga,fish,2000/03/28,Lst_FABRICS,leather,82.22
Europe,France,copper,2002/11/04,Lst_OTHER_MATERIALS,oil,40.87
Europe,Slovenia,fish,2006/03/30,Lst_OTHER_MATERIALS,soil,63.72
Americas,Suriname,Antibiotics ,2008/06/03,Lst_OTHER_MATERIALS,mud,62.53
Europe,Slovakia,fish,2005/05/19,Lst_METALS,tin,78.38
Oceania,Pitcairn,Sugar ,2003/04/10,Lst_FABRICS,leather,92.02
Europe,Croatia,Palm oil,2019/08/19,Lst_METALS,silver,30.69
Europe,Svalbard and Jan Mayen,Gold,2006/08/28,Lst_BUILDING_MATERIALS,sand,93.67
Oceania,Norfolk Island,Palm oil,2004/06/03,Lst_BUILDING_MATERIALS,wood,48.52
Asia,Georgia,fish,2004/10/26,Lst_METALS,mercury,33.1
Africa,Madagascar,Provitamins,2003/05/20,Lst_METALS,nitrogen,59.17
Asia,Lao People s Democratic Republic,Bananas,2004/02/14,Lst_BUILDING_MATERIALS,glass,87.09
Africa,Mauritius,Palm oil,2000/09/02,Lst_METALS,nickel,62.23
Asia,Kyrgyzstan,T-shirts,2014/12/27,Lst_FABRICS,nylon,52.7
Africa,Swaziland,aluminium ,2012/11/19,Lst_OTHER_MATERIALS,steam,96.74
Asia,Turkey,pullovers ,2004/06/27,Lst_BUILDING_MATERIALS,concrete,69.14
Europe,Latvia,iron,2004/10/01,Lst_OTHER_MATERIALS,OTHER MATERIALS,67.29
Americas,"Bonaire, Sint Eustatius and Saba",Jewelry,2000/05/18,Lst_FABRICS,FABRICS,54.01
Americas,Virgin Islands (British),pullovers ,2004/10/18,Lst_OTHER_MATERIALS,paper,50.82
Africa,Seychelles,Diamonds,2002/09/08,Lst_BUILDING_MATERIALS,plastic,69.02
Asia,China,uranium,2003/05/10,Lst_BUILDING_MATERIALS,plastic,82.64
Americas,Colombia,Silver ,2020/05/02,Lst_FABRICS,linen,50.62
Asia,Philippines,Alcohol  ,2012/01/23,Lst_METALS,METALS,97.96
Americas,Anguilla,Sugar ,2001/11/16,Lst_OTHER_MATERIALS,oil,40.72
Europe,Liechtenstein,Alcohol  ,2016/12/14,Lst_METALS,iron,98.58
Europe,France,Sugar ,2021/02/28,Lst_FABRICS,leather,59.8
Americas,Bolivia (Plurinational State of),Caps,2014/08/18,Lst_METALS,METALS,48.04
Americas,Barbados,safflower,2012/02/12,Lst_FABRICS,leather,43.29
Oceania,Kiribati,Cocoa beans,2007/01/17,Lst_OTHER_MATERIALS,rubber,35.69
Oceania,Cook Islands,Gold,2008/01/11,Lst_BUILDING_MATERIALS,plastic,77.48
Americas,Saint Vincent and the Grenadines,copper,2012/02/21,Lst_BUILDING_MATERIALS,slate,51.78
Africa,Malawi,Gold,2013/11/04,Lst_METALS,zinc,69.74
Asia,Indonesia,magnesium ,2012/08/01,Lst_OTHER_MATERIALS,clay,63.24
Africa,Cameroon,Bananas,2014/01/25,Lst_METALS,lead,74.43
Oceania,Pitcairn,bronze  ,2007/12/04,Lst_OTHER_MATERIALS,OTHER MATERIALS,69.67
Asia,Timor-Leste,mercury,2000/03/20,Lst_BUILDING_MATERIALS,brick,81.06
Africa,Gabon,Beans,2015/07/07,Lst_BUILDING_MATERIALS,metal,49.01
Asia,Viet Nam,Provitamins,2016/03/15,Lst_BUILDING_MATERIALS,plastic,93.12
Americas,Bermuda,aluminium ,2000/12/23,Lst_OTHER_MATERIALS,coal,55.39
Africa,Lesotho,Corn,2008/06/08,Lst_FABRICS,nylon,86.73
Europe,Poland,uranium,2019/01/28,Lst_FABRICS,polyester,75.71
Oceania,Tokelau,Jerseys,2001/02/06,Lst_FABRICS,man-made fibres,60.72
Americas,Virgin Islands (U.S.),fish,2007/02/27,Lst_OTHER_MATERIALS,mud,68.87
Europe,Denmark,bronze  ,2001/03/22,Lst_BUILDING_MATERIALS,plastic,92.18
Africa,Sierra Leone,Corn,2008/05/19,Lst_OTHER_MATERIALS,rubber,78.51
Europe,Svalbard and Jan Mayen,Caps,2008/11/09,Lst_BUILDING_MATERIALS,brick,57.02
Oceania,American Samoa,Gold,2011/03/18,Lst_OTHER_MATERIALS,asbestos,51.95
Asia,Thailand,T-shirts,2009/01/03,Lst_FABRICS,nylon,77.05
Europe,Norway,copper,2018/01/01,Lst_OTHER_MATERIALS,coal,54.49
Oceania,American Samoa,iron,2016/02/23,Lst_FABRICS,leather,59.75
Africa,Djibouti,fish,2011/05/25,Lst_BUILDING_MATERIALS,sand,78.16
Europe,Estonia,mercury,2018/07/18,Lst_OTHER_MATERIALS,soil,31.57
Africa,Madagascar,mercury,2014/04/28,Lst_BUILDING_MATERIALS,wood,34.03
Europe,Ukraine,pullovers ,2016/02/13,Lst_METALS,mercury,73.9
Asia,China,uranium,2002/04/02,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,30.63
Americas,Anguilla,mercury,2001/05/09,Lst_METALS,tin,68.51
Europe,Serbia,iron,2009/05/17,Lst_METALS,tin,32.35
Europe,Slovakia,Beans,2011/08/24,Lst_FABRICS,leather,39.31
Africa,Angola,Rice,2001/04/16,Lst_OTHER_MATERIALS,fibreglass,80.76
Africa,Kenya,Chocolate,2021/01/30,Lst_OTHER_MATERIALS,OTHER MATERIALS,48.53
Oceania,Wallis and Futuna,Jewelry,2009/10/07,Lst_FABRICS,lace,45.96
Africa,Liberia,uranium,2005/03/01,Lst_BUILDING_MATERIALS,glass,42.95
Americas,Jamaica,uranium,2001/01/10,Lst_FABRICS,nylon,36.93
Oceania,Marshall Islands,Coffee,2007/01/02,Lst_METALS,helium,35.36
Europe,Estonia,T-shirts,2015/10/30,Lst_FABRICS,wool,41.12
Europe,Ã…land Islands,Jewelry,2015/03/04,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,30.85
Oceania,Guam,seeds,2018/11/09,Lst_BUILDING_MATERIALS,slate,61.38
Oceania,Australia,Bananas,2002/11/03,Lst_METALS,platinum,60.32
Europe,Spain,Gold,2010/10/07,Lst_BUILDING_MATERIALS,marble,89.8
Africa,Sierra Leone,Bananas,2012/09/27,Lst_FABRICS,silk,74.15
Americas,Saint Kitts and Nevis,Caps,2011/10/14,Lst_BUILDING_MATERIALS,metal,65.6
Europe,Svalbard and Jan Mayen,Jerseys,2002/11/08,Lst_BUILDING_MATERIALS,marble,98.72
Americas,Guyana,pullovers ,2019/11/02,Lst_FABRICS,lace,80.35
Oceania,Tuvalu,safflower,2015/07/21,Lst_OTHER_MATERIALS,ice,48.06
Europe,Slovenia,Coffee,2007/04/21,Lst_BUILDING_MATERIALS,plastic,61.48
Americas,Turks and Caicos Islands,T-shirts,2006/04/26,Lst_BUILDING_MATERIALS,concrete,34.81
Africa,Algeria,Caps,2014/05/02,Lst_BUILDING_MATERIALS,slate,70.09
Asia,Oman,Gold,2007/11/04,Lst_FABRICS,man-made fibres,74.77
Asia,United Arab Emirates,Diamonds,2009/01/08,Lst_OTHER_MATERIALS,clay,46.25
Oceania,Samoa,Alcohol  ,2013/05/30,Lst_FABRICS,cloth,44.37
Oceania,New Zealand,Rice,2002/07/22,Lst_METALS,brass,35.65
Europe,Romania,uranium,2020/07/29,Lst_OTHER_MATERIALS,OTHER MATERIALS,45.12
Africa,Cameroon,Bananas,2015/12/05,Lst_FABRICS,cotton,30.51
Africa,"Saint Helena, Ascension and Tristan da Cunha",Meat,2017/08/14,Lst_METALS,brass,53.71
Africa,Rwanda,Meat,2002/09/04,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,72.24
Americas,Saint BarthÃ©lemy,Diamonds,2005/09/18,Lst_OTHER_MATERIALS,OTHER MATERIALS,98.34
Europe,Austria,Chocolate,2006/10/15,Lst_OTHER_MATERIALS,soil,96.92
Asia,Korea (Democratic Peoples Republic of),Bananas,2006/08/24,Lst_BUILDING_MATERIALS,marble,94.39
Oceania,Micronesia (Federated States of),uranium,2001/08/14,Lst_OTHER_MATERIALS,paper,45.69
Asia,Uzbekistan,Beans,2009/07/03,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,65.81
Africa,Libya,Silver ,2011/04/10,Lst_BUILDING_MATERIALS,gravel,53.49
Europe,Bosnia and Herzegovina,fish,2011/03/12,Lst_OTHER_MATERIALS,paraffin,80.36
Europe,Lithuania,Beans,2010/10/11,Lst_METALS,iron,51.18
Africa,Togo,Jerseys,2018/06/04,Lst_BUILDING_MATERIALS,sand,86.72
Africa,Morocco,Meat,2002/02/07,Lst_FABRICS,polyester,66.52
Americas,"Bonaire, Sint Eustatius and Saba",fish,2001/10/03,Lst_METALS,mercury,34.88
Europe,Jersey,copper,2002/10/08,Lst_OTHER_MATERIALS,rubber,36.52
Africa,CÃ´te d Ivoire,copper,2007/11/30,Lst_OTHER_MATERIALS,clay,52.54
Americas,Martinique,Corn,2020/07/30,Lst_OTHER_MATERIALS,ice,91.09
Europe,United Kingdom of Great Britain and Northern Ireland,Bananas,2003/12/07,Lst_OTHER_MATERIALS,ash,83.59
Americas,Ecuador,Bananas,2011/12/28,Lst_OTHER_MATERIALS,chalk,42.43
Oceania,Tokelau,Beans,2016/07/04,Lst_BUILDING_MATERIALS,gravel,77.11
Africa,Kenya,iron,2013/08/11,Lst_OTHER_MATERIALS,ash,47.31
Oceania,New Caledonia,Palm oil,2016/11/22,Lst_FABRICS,leather,49.04
Europe,Sweden,Alcohol  ,2008/06/04,Lst_FABRICS,cloth,59.19
Asia,Armenia,Silver ,2000/10/06,Lst_OTHER_MATERIALS,dust,71.14
Americas,Virgin Islands (U.S.),copper,2006/12/23,Lst_BUILDING_MATERIALS,cement,89.2
Europe,Croatia,pullovers ,2008/02/13,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,81.84
Oceania,Vanuatu,Jewelry,2003/05/02,Lst_FABRICS,FABRICS,41.46
Europe,Moldova (Republic of),seeds,2019/06/24,Lst_METALS,nickel,39.4
Europe,Italy,Rice,2004/02/12,Lst_BUILDING_MATERIALS,wood,80.65
Europe,Slovenia,Silver ,2008/09/23,Lst_FABRICS,man-made fibres,82.43
Americas,Bolivia (Plurinational State of),Jerseys,2009/06/20,Lst_BUILDING_MATERIALS,slate,67.54
Africa,Sudan,Silver ,2001/10/21,Lst_FABRICS,nylon,68.64
Europe,Estonia,Bananas,2010/11/06,Lst_BUILDING_MATERIALS,cement,31.4
Americas,Montserrat,Corn,2004/01/16,Lst_OTHER_MATERIALS,cardboard,41.77
Americas,Argentina,Corn,2007/12/17,Lst_OTHER_MATERIALS,charcoal,99.65
Oceania,Tuvalu,T-shirts,2020/10/15,Lst_OTHER_MATERIALS,petrol,52.18
Africa,Ethiopia,magnesium ,2000/03/14,Lst_BUILDING_MATERIALS,concrete,78.86
Asia,Thailand,Jerseys,2007/03/11,Lst_OTHER_MATERIALS,smoke,58.06
Europe,France,uranium,2000/12/21,Lst_FABRICS,leather,96.44
Americas,Turks and Caicos Islands,Diamonds,2014/11/11,Lst_OTHER_MATERIALS,steam,64.08
Americas,Montserrat,Chocolate,2004/05/17,Lst_BUILDING_MATERIALS,stone,92.68
Oceania,New Zealand,fish,2001/12/15,Lst_METALS,nickel,60.05
Oceania,Pitcairn,T-shirts,2020/12/31,Lst_BUILDING_MATERIALS,gravel,40.96
Europe,Gibraltar,copper,2000/06/17,Lst_METALS,magnesium,92.52
Americas,Saint Martin (French part),fish,2016/02/11,Lst_FABRICS,cloth,38.51
Americas,Sint Maarten (Dutch part),Sugar ,2000/03/03,Lst_FABRICS,man-made fibres,47.88
Africa,Niger,T-shirts,2015/10/31,Lst_FABRICS,linen,39.01
Europe,Portugal,magnesium ,2009/01/29,Lst_BUILDING_MATERIALS,concrete,48.11
Oceania,New Zealand,Antibiotics ,2021/05/14,Lst_METALS,magnesium,49.09
Americas,Cayman Islands,aluminium ,2014/12/22,Lst_FABRICS,leather,70.84
Asia,Korea (Republic of),Palm oil,2006/03/05,Lst_FABRICS,FABRICS,67.36
Asia,China,bronze  ,2016/09/04,Lst_BUILDING_MATERIALS,stone,48.25
Europe,Bosnia and Herzegovina,Caps,2016/10/23,Lst_METALS,lead,84.72
Americas,Colombia,uranium,2003/03/31,Lst_OTHER_MATERIALS,rubber,47.73
Oceania,Papua New Guinea,Cocoa beans,2000/07/17,Lst_OTHER_MATERIALS,clay,67.12
Africa,Congo (Democratic Republic of the),Provitamins,2009/12/11,Lst_FABRICS,cotton,78.16
Europe,France,uranium,2005/10/25,Lst_FABRICS,nylon,35.8
Africa,Gambia,Jewelry,2008/12/21,Lst_FABRICS,cotton,38.9
Europe,United Kingdom of Great Britain and Northern Ireland,pullovers ,2001/06/08,Lst_OTHER_MATERIALS,soil,48.89
Asia,Bhutan,Caps,2004/07/09,Lst_METALS,aluminium,70.1
Americas,Haiti,pullovers ,2004/06/05,Lst_METALS,mercury,47.8
Europe,Monaco,Palm oil,2017/01/21,Lst_OTHER_MATERIALS,rubber,47.47
Europe,Albania,uranium,2016/12/29,Lst_FABRICS,linen,94.71
Asia,Mongolia,safflower,2012/09/28,Lst_METALS,lead,71.79
Europe,Liechtenstein,Chocolate,2004/02/27,Lst_FABRICS,man-made fibres,80.81
Africa,Chad,Provitamins,2014/05/21,Lst_BUILDING_MATERIALS,wood,92.08
Africa,Malawi,seeds,2011/06/25,Lst_BUILDING_MATERIALS,wood,31.09
Africa,Zimbabwe,Jerseys,2001/01/04,Lst_FABRICS,lace,87.5
Asia,Cyprus,safflower,2018/01/15,Lst_FABRICS,man-made fibres,73.05
Asia,Brunei Darussalam,Palm oil,2011/05/15,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,67.89
Africa,"Saint Helena, Ascension and Tristan da Cunha",safflower,2017/09/19,Lst_METALS,iron,78.87
Americas,Saint Kitts and Nevis,Coffee,2017/12/10,Lst_OTHER_MATERIALS,chalk,32.79
Oceania,Northern Mariana Islands,uranium,2011/05/25,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,80.14
Asia,Iran (Islamic Republic of),Sugar ,2015/02/01,Lst_BUILDING_MATERIALS,metal,97.39
Americas,Aruba,Meat,2005/09/28,Lst_FABRICS,silk,67.16
Asia,Iran (Islamic Republic of),magnesium ,2006/07/29,Lst_METALS,steel,88.66
Asia,Israel,Jewelry,2002/07/24,Lst_BUILDING_MATERIALS,sand,59.68
Oceania,Pitcairn,pullovers ,2013/05/30,Lst_BUILDING_MATERIALS,stone,44.79
Oceania,Wallis and Futuna,Caps,2021/11/27,Lst_METALS,gold,59.33
Europe,Holy See,Corn,2018/05/20,Lst_METALS,nitrogen,41.77
Europe,Germany,Corn,2008/07/07,Lst_METALS,uranium,59.33
Europe,Denmark,seeds,2018/11/03,Lst_BUILDING_MATERIALS,metal,60.68
Americas,Virgin Islands (U.S.),safflower,2012/06/21,Lst_FABRICS,lace,91.18
Asia,Turkmenistan,Bananas,2016/07/07,Lst_METALS,nitrogen,43.45
Asia,Nepal,Silver ,2015/11/09,Lst_BUILDING_MATERIALS,plastic,86.85
Oceania,Australia,Antibiotics ,2007/02/28,Lst_BUILDING_MATERIALS,brick,38.73
Americas,Guyana,Rice,2018/08/31,Lst_METALS,iron,40.12
Americas,Bermuda,Bananas,2005/10/27,Lst_OTHER_MATERIALS,mud,51.44
Americas,Costa Rica,T-shirts,2017/07/11,Lst_OTHER_MATERIALS,gas,55.54
Oceania,Samoa,pullovers ,2008/01/28,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,99.37
Asia,Turkey,Palm oil,2018/01/05,Lst_FABRICS,polyester,83.01
Europe,Iceland,Coffee,2020/12/05,Lst_FABRICS,lace,93.74
Asia,Singapore,Coffee,2011/10/08,Lst_METALS,alloy,60.46
Asia,Sri Lanka,Palm oil,2006/05/20,Lst_OTHER_MATERIALS,oil,88.57
Europe,Italy,Meat,2020/04/05,Lst_FABRICS,linen,78.34
Africa,Cameroon,Beans,2014/10/20,Lst_METALS,tin,42.67
Oceania,Pitcairn,Bananas,2010/08/08,Lst_OTHER_MATERIALS,ice,68.66
Asia,Kazakhstan,Provitamins,2010/10/02,Lst_METALS,platinum,93.4
Asia,Kyrgyzstan,Corn,2017/07/27,Lst_METALS,gold,73.26
Americas,Dominica,Palm oil,2001/03/30,Lst_OTHER_MATERIALS,coal,34.1
Africa,Somalia,Corn,2004/02/22,Lst_FABRICS,linen,68.72
Oceania,Micronesia (Federated States of),Corn,2021/01/20,Lst_OTHER_MATERIALS,smoke,81.92
Africa,Senegal,Diamonds,2013/08/30,Lst_OTHER_MATERIALS,paraffin,60.27
Asia,Tajikistan,copper,2014/03/11,Lst_FABRICS,silk,98.18
Africa,Sudan,Coffee,2020/11/20,Lst_BUILDING_MATERIALS,glass,91.71
Oceania,Cook Islands,Diamonds,2017/06/03,Lst_OTHER_MATERIALS,cardboard,87.92
Asia,Iran (Islamic Republic of),Gold,2005/04/17,Lst_OTHER_MATERIALS,ash,85.77
Asia,Yemen,Corn,2016/03/04,Lst_OTHER_MATERIALS,steam,53.72
Africa,Sudan,Corn,2001/11/15,Lst_BUILDING_MATERIALS,stone,72.56
Africa,Guinea-Bissau,Alcohol  ,2001/05/19,Lst_METALS,lead,92.79
Europe,United Kingdom of Great Britain and Northern Ireland,Corn,2013/04/04,Lst_OTHER_MATERIALS,coal,73.76
Africa,Burundi,Jerseys,2001/03/25,Lst_OTHER_MATERIALS,ash,44.79
Oceania,Cook Islands,Silver ,2008/01/13,Lst_OTHER_MATERIALS,ice,33.55
Americas,Venezuela (Bolivarian Republic of),Diamonds,2012/10/25,Lst_OTHER_MATERIALS,charcoal,50.14
Oceania,Fiji,Antibiotics ,2002/11/18,Lst_FABRICS,man-made fibres,30.66
Oceania,Guam,Chocolate,2013/09/30,Lst_METALS,nitrogen,45.53
