Continent,Country,Product,Date,Materials,Product,Volume
Africa,Mali,Cocoa beans,2005/06/08,Lst_OTHER_MATERIALS,asbestos,35.94
Africa,Tunisia,iron,2018/12/10,Lst_BUILDING_MATERIALS,concrete,55.73
Asia,Kazakhstan,Silver ,2004/02/25,Lst_OTHER_MATERIALS,gas,88.5
Asia,Uzbekistan,Provitamins,2015/03/22,Lst_FABRICS,cloth,32.51
Americas,Brazil,bronze  ,2002/09/29,Lst_BUILDING_MATERIALS,marble,55.39
Asia,"Palestine, State of",Coffee,2003/05/25,Lst_FABRICS,wool,59.32
Africa,Togo,safflower,2004/07/13,Lst_METALS,lead,60.01
Americas,Anguilla,magnesium ,2009/01/16,Lst_OTHER_MATERIALS,asbestos,72.4
Asia,Turkey,Sugar ,2008/06/29,Lst_FABRICS,cotton,92.6
Africa,Congo (Democratic Republic of the),pullovers ,2003/11/14,Lst_OTHER_MATERIALS,paraffin,42.45
Asia,Cambodia,Corn,2017/10/16,Lst_OTHER_MATERIALS,oil,57.17
Oceania,Nauru,uranium,2012/05/07,Lst_BUILDING_MATERIALS,slate,86.0
Oceania,Solomon Islands,Gold,2000/08/26,Lst_METALS,lead,36.41
Europe,Iceland,T-shirts,2011/12/13,Lst_OTHER_MATERIALS,paper,50.56
Africa,Mauritania,Silver ,2009/03/29,Lst_OTHER_MATERIALS,clay,86.76
Oceania,Wallis and Futuna,Diamonds,2016/03/12,Lst_METALS,nickel,34.98
Oceania,Cook Islands,Corn,2007/07/04,Lst_FABRICS,cotton,54.01
Europe,Austria,Cocoa beans,2011/08/11,Lst_FABRICS,silk,43.26
Europe,Moldova (Republic of),T-shirts,2014/10/04,Lst_BUILDING_MATERIALS,cement,30.9
Europe,Serbia,mercury,2002/11/20,Lst_FABRICS,wool,51.23
Asia,Korea (Republic of),Alcohol  ,2014/12/01,Lst_METALS,helium,91.01
Oceania,Tuvalu,Gold,2008/12/08,Lst_FABRICS,lace,96.72
Americas,Cayman Islands,Jerseys,2001/01/31,Lst_METALS,zinc,51.65
Africa,Ethiopia,Jerseys,2000/10/14,Lst_OTHER_MATERIALS,petrol,92.87
Oceania,American Samoa,Sugar ,2016/12/03,Lst_BUILDING_MATERIALS,metal,40.93
Europe,Finland,copper,2020/11/15,Lst_BUILDING_MATERIALS,plastic,92.51
Africa,Seychelles,Gold,2007/07/11,Lst_FABRICS,wool,45.11
Europe,Macedonia (the former Yugoslav Republic of),Sugar ,2020/04/13,Lst_FABRICS,man-made fibres,73.19
Europe,Czech Republic,Beans,2003/04/12,Lst_OTHER_MATERIALS,dust,67.23
Oceania,Northern Mariana Islands,Diamonds,2006/01/30,Lst_FABRICS,man-made fibres,74.02
Africa,Mauritius,T-shirts,2013/06/20,Lst_BUILDING_MATERIALS,cement,81.89
Africa,Senegal,Rice,2009/04/14,Lst_FABRICS,leather,36.38
Asia,Pakistan,Jerseys,2015/02/10,Lst_METALS,nickel,48.93
Oceania,Tonga,Cocoa beans,2014/07/14,Lst_METALS,iron,87.2
Americas,Paraguay,Palm oil,2018/06/25,Lst_BUILDING_MATERIALS,metal,69.2
Africa,Malawi,Corn,2017/05/23,Lst_BUILDING_MATERIALS,wood,92.92
Asia,Bhutan,Jewelry,2000/09/25,Lst_OTHER_MATERIALS,mud,85.44
Asia,Iraq,safflower,2005/05/22,Lst_METALS,oxygen,59.97
Oceania,Tokelau,pullovers ,2020/11/09,Lst_OTHER_MATERIALS,chalk,96.88
Oceania,Nauru,Rice,2011/08/26,Lst_METALS,alloy,48.24
Asia,United Arab Emirates,Rice,2012/10/23,Lst_OTHER_MATERIALS,ash,52.7
Americas,Cayman Islands,Jewelry,2015/06/02,Lst_BUILDING_MATERIALS,glass,60.41
Americas,Uruguay,aluminium ,2018/05/08,Lst_OTHER_MATERIALS,paper,45.89
Americas,Virgin Islands (U.S.),Diamonds,2021/01/15,Lst_OTHER_MATERIALS,fibreglass,47.67
Oceania,Cook Islands,Palm oil,2018/12/16,Lst_BUILDING_MATERIALS,plastic,45.93
Asia,Cambodia,iron,2008/06/26,Lst_METALS,alloy,97.08
Asia,Singapore,Antibiotics ,2014/08/29,Lst_FABRICS,nylon,97.57
Africa,Eritrea,pullovers ,2007/06/24,Lst_FABRICS,wool,75.37
Asia,Kuwait,aluminium ,2008/04/11,Lst_FABRICS,lace,80.17
Asia,Jordan,safflower,2005/07/25,Lst_FABRICS,lace,78.99
Asia,Maldives,Bananas,2018/09/27,Lst_BUILDING_MATERIALS,glass,49.86
Americas,Canada,Chocolate,2003/12/19,Lst_BUILDING_MATERIALS,stone,64.08
Oceania,French Polynesia,Provitamins,2009/05/07,Lst_METALS,nitrogen,60.87
Europe,Iceland,Chocolate,2008/02/21,Lst_BUILDING_MATERIALS,concrete,43.15
Americas,Haiti,safflower,2016/09/24,Lst_METALS,zinc,35.03
Europe,Bulgaria,bronze  ,2002/09/22,Lst_OTHER_MATERIALS,petrol,77.95
Americas,Haiti,Meat,2019/08/06,Lst_BUILDING_MATERIALS,glass,42.02
Asia,Brunei Darussalam,Coffee,2000/04/29,Lst_METALS,copper,39.49
Americas,Guadeloupe,Meat,2001/07/20,Lst_FABRICS,cotton,40.15
Americas,Honduras,pullovers ,2013/01/04,Lst_OTHER_MATERIALS,smoke,39.5
Oceania,Vanuatu,Chocolate,2005/11/19,Lst_OTHER_MATERIALS,fibreglass,78.27
Asia,Yemen,bronze  ,2002/06/17,Lst_FABRICS,silk,98.22
Oceania,Niue,magnesium ,2014/01/13,Lst_BUILDING_MATERIALS,marble,75.74
Africa,Algeria,aluminium ,2021/09/30,Lst_METALS,nickel,98.19
Oceania,Tokelau,magnesium ,2017/12/13,Lst_OTHER_MATERIALS,smoke,51.56
Asia,Malaysia,T-shirts,2015/01/18,Lst_FABRICS,nylon,36.93
Asia,India,safflower,2021/02/28,Lst_BUILDING_MATERIALS,gravel,98.23
Europe,Ã…land Islands,Meat,2000/01/26,Lst_FABRICS,man-made fibres,39.13
Americas,Peru,Silver ,2007/12/03,Lst_OTHER_MATERIALS,ice,67.55
Oceania,Cook Islands,Cocoa beans,2005/10/05,Lst_OTHER_MATERIALS,gas,44.15
Europe,Estonia,Sugar ,2003/01/18,Lst_OTHER_MATERIALS,paper,78.55
Asia,Syrian Arab Republic,Chocolate,2005/04/27,Lst_OTHER_MATERIALS,paraffin,32.16
Asia,Singapore,T-shirts,2007/06/29,Lst_OTHER_MATERIALS,soil,79.39
Africa,Eritrea,Sugar ,2014/06/09,Lst_FABRICS,FABRICS,97.5
Oceania,Cook Islands,Coffee,2008/04/10,Lst_OTHER_MATERIALS,smoke,53.78
Asia,Myanmar,seeds,2020/08/16,Lst_METALS,nitrogen,42.12
Americas,"Bonaire, Sint Eustatius and Saba",Silver ,2017/11/28,Lst_OTHER_MATERIALS,gas,39.11
Oceania,Palau,Corn,2010/11/30,Lst_FABRICS,cloth,32.98
Africa,Niger,seeds,2020/01/21,Lst_BUILDING_MATERIALS,glass,37.65
Asia,Maldives,Rice,2001/12/06,Lst_OTHER_MATERIALS,OTHER MATERIALS,72.55
Europe,Albania,Caps,2020/10/29,Lst_METALS,uranium,45.82
Asia,Kyrgyzstan,Beans,2005/03/30,Lst_BUILDING_MATERIALS,wood,94.7
Americas,Venezuela (Bolivarian Republic of),Rice,2011/04/08,Lst_FABRICS,polyester,38.04
Asia,Yemen,Alcohol  ,2013/10/11,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,49.39
Europe,Lithuania,Cocoa beans,2012/07/21,Lst_FABRICS,polyester,44.65
Asia,Afghanistan,Gold,2001/04/06,Lst_OTHER_MATERIALS,clay,32.06
Europe,Russian Federation,Sugar ,2016/05/13,Lst_BUILDING_MATERIALS,plastic,38.14
Oceania,Tuvalu,pullovers ,2005/04/05,Lst_METALS,mercury,33.16
Asia,Bhutan,uranium,2012/10/27,Lst_METALS,bronze,64.55
Oceania,Tokelau,magnesium ,2014/03/21,Lst_METALS,magnesium,79.38
Africa,Gabon,aluminium ,2020/01/18,Lst_BUILDING_MATERIALS,stone,88.1
Oceania,Fiji,copper,2009/06/15,Lst_OTHER_MATERIALS,gas,97.85
Asia,Israel,Palm oil,2007/07/18,Lst_METALS,oxygen,80.02
Americas,Grenada,Gold,2016/09/12,Lst_FABRICS,cloth,54.36
Oceania,French Polynesia,Diamonds,2008/07/07,Lst_OTHER_MATERIALS,water,67.46
Europe,San Marino,Bananas,2011/07/26,Lst_BUILDING_MATERIALS,stone,78.04
Asia,"Taiwan, Province of China",mercury,2012/09/25,Lst_BUILDING_MATERIALS,gravel,91.06
Oceania,Samoa,Provitamins,2009/11/14,Lst_BUILDING_MATERIALS,marble,39.85
Europe,Luxembourg,Meat,2020/11/15,Lst_FABRICS,nylon,57.12
Americas,Antigua and Barbuda,Meat,2020/05/19,Lst_FABRICS,nylon,40.47
Asia,Iran (Islamic Republic of),Sugar ,2013/11/19,Lst_OTHER_MATERIALS,coal,58.16
Asia,Singapore,Cocoa beans,2018/07/10,Lst_BUILDING_MATERIALS,marble,48.4
Europe,Lithuania,Chocolate,2004/11/27,Lst_METALS,steel,97.49
Americas,Mexico,Corn,2004/01/30,Lst_METALS,oxygen,65.8
Asia,India,Palm oil,2009/02/14,Lst_BUILDING_MATERIALS,marble,83.24
Oceania,Tokelau,aluminium ,2004/08/21,Lst_BUILDING_MATERIALS,brick,50.38
Oceania,American Samoa,Jewelry,2006/10/29,Lst_FABRICS,man-made fibres,52.84
Americas,Grenada,safflower,2002/04/10,Lst_FABRICS,wool,98.96
Asia,Armenia,Sugar ,2009/10/24,Lst_BUILDING_MATERIALS,stone,87.65
Americas,Chile,Silver ,2003/04/26,Lst_OTHER_MATERIALS,chalk,45.32
Europe,Svalbard and Jan Mayen,Jewelry,2019/07/05,Lst_METALS,aluminium,50.59
Africa,Eritrea,fish,2009/12/26,Lst_BUILDING_MATERIALS,wood,38.47
Europe,Russian Federation,mercury,2010/03/19,Lst_FABRICS,nylon,78.47
Europe,Austria,mercury,2002/10/17,Lst_FABRICS,FABRICS,95.36
Americas,Bahamas,Jerseys,2018/08/22,Lst_BUILDING_MATERIALS,plastic,51.3
Europe,Hungary,Corn,2021/07/24,Lst_OTHER_MATERIALS,fibreglass,66.72
Europe,Poland,Gold,2013/08/21,Lst_OTHER_MATERIALS,dust,34.99
Americas,Cayman Islands,Silver ,2021/09/23,Lst_OTHER_MATERIALS,ash,60.66
Asia,Iraq,Coffee,2003/07/04,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,53.37
Africa,Angola,Coffee,2009/09/25,Lst_BUILDING_MATERIALS,brick,73.56
Asia,Israel,uranium,2014/07/14,Lst_FABRICS,nylon,89.56
Europe,Switzerland,mercury,2018/02/28,Lst_BUILDING_MATERIALS,metal,35.12
Americas,Falkland Islands (Malvinas),Corn,2007/08/22,Lst_OTHER_MATERIALS,cardboard,99.65
Oceania,Kiribati,Jewelry,2006/01/05,Lst_BUILDING_MATERIALS,metal,49.39
Africa,Sierra Leone,copper,2016/03/10,Lst_BUILDING_MATERIALS,concrete,56.98
Africa,Ghana,seeds,2016/11/11,Lst_FABRICS,cotton,85.71
Americas,Saint Vincent and the Grenadines,Coffee,2000/02/24,Lst_FABRICS,silk,57.89
Asia,Kuwait,uranium,2016/01/29,Lst_METALS,lead,45.65
Africa,Egypt,bronze  ,2000/12/04,Lst_OTHER_MATERIALS,paper,44.74
Asia,China,Jerseys,2010/01/29,Lst_METALS,zinc,71.33
Americas,Puerto Rico,T-shirts,2003/05/05,Lst_FABRICS,wool,73.85
Americas,Bermuda,mercury,2009/07/13,Lst_METALS,uranium,82.2
Europe,Faroe Islands,Bananas,2002/10/16,Lst_BUILDING_MATERIALS,sand,71.0
Africa,Congo (Democratic Republic of the),Bananas,2009/03/05,Lst_METALS,alloy,51.64
Americas,Anguilla,safflower,2019/05/04,Lst_FABRICS,lace,80.75
Africa,Djibouti,aluminium ,2003/10/06,Lst_OTHER_MATERIALS,chalk,30.69
Asia,Iraq,Caps,2002/12/20,Lst_FABRICS,silk,31.21
Asia,Syrian Arab Republic,Antibiotics ,2019/07/27,Lst_METALS,carbon dioxide,35.65
Americas,Paraguay,Diamonds,2003/05/07,Lst_BUILDING_MATERIALS,cement,70.53
Europe,Albania,Gold,2011/04/23,Lst_BUILDING_MATERIALS,glass,89.7
Oceania,Solomon Islands,Coffee,2011/11/07,Lst_BUILDING_MATERIALS,plastic,62.87
Europe,Denmark,Bananas,2006/07/31,Lst_FABRICS,wool,49.87
Africa,RÃ©union,uranium,2010/12/25,Lst_FABRICS,cotton,35.16
Americas,Ecuador,Corn,2012/04/19,Lst_METALS,hydrogen,84.26
Africa,Chad,Beans,2010/05/20,Lst_BUILDING_MATERIALS,gravel,92.8
Europe,Holy See,Cocoa beans,2019/06/14,Lst_FABRICS,nylon,60.76
Africa,Burkina Faso,Corn,2007/09/19,Lst_OTHER_MATERIALS,smoke,74.78
Americas,Costa Rica,Jewelry,2002/08/17,Lst_METALS,helium,79.38
Asia,Yemen,Chocolate,2020/01/31,Lst_BUILDING_MATERIALS,stone,73.45
Americas,Honduras,T-shirts,2014/02/15,Lst_BUILDING_MATERIALS,slate,86.95
Americas,Trinidad and Tobago,Meat,2002/11/17,Lst_OTHER_MATERIALS,soil,75.05
Americas,United States of America,Palm oil,2001/11/13,Lst_FABRICS,nylon,81.1
Europe,Hungary,Jewelry,2020/09/12,Lst_FABRICS,lace,68.68
Europe,Greece,Rice,2002/07/08,Lst_METALS,brass,89.44
Africa,Gabon,pullovers ,2000/03/20,Lst_BUILDING_MATERIALS,glass,38.68
Europe,Faroe Islands,Gold,2018/03/16,Lst_FABRICS,lace,54.5
Africa,Congo (Democratic Republic of the),pullovers ,2014/08/21,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,40.23
Oceania,Guam,copper,2008/06/30,Lst_OTHER_MATERIALS,oil,87.4
Africa,Gambia,Chocolate,2001/03/22,Lst_FABRICS,silk,78.81
Asia,Bangladesh,Bananas,2000/01/15,Lst_FABRICS,wool,83.29
Europe,Andorra,magnesium ,2004/02/09,Lst_OTHER_MATERIALS,charcoal,31.58
Europe,Bulgaria,Chocolate,2011/05/07,Lst_BUILDING_MATERIALS,gravel,70.63
Africa,Sierra Leone,fish,2001/02/04,Lst_BUILDING_MATERIALS,brick,59.73
Oceania,Palau,T-shirts,2016/09/14,Lst_OTHER_MATERIALS,asbestos,67.37
Americas,Haiti,Cocoa beans,2010/04/11,Lst_BUILDING_MATERIALS,wood,42.83
Oceania,Niue,uranium,2010/07/16,Lst_OTHER_MATERIALS,asbestos,80.02
Americas,Saint Pierre and Miquelon,uranium,2007/07/10,Lst_METALS,hydrogen,81.42
Asia,Israel,Diamonds,2008/12/31,Lst_OTHER_MATERIALS,coal,65.09
Europe,Holy See,Caps,2009/12/03,Lst_BUILDING_MATERIALS,metal,50.12
Oceania,Northern Mariana Islands,mercury,2009/09/26,Lst_BUILDING_MATERIALS,marble,53.76
Oceania,Tonga,Alcohol  ,2007/10/13,Lst_FABRICS,linen,80.66
Americas,Barbados,Corn,2021/03/04,Lst_OTHER_MATERIALS,fibreglass,47.97
Africa,South Africa,Palm oil,2011/08/19,Lst_METALS,platinum,99.25
Africa,Burkina Faso,fish,2002/07/26,Lst_BUILDING_MATERIALS,glass,63.33
Africa,CÃ´te d Ivoire,Diamonds,2014/09/08,Lst_METALS,magnesium,55.9
Asia,Armenia,copper,2018/08/04,Lst_OTHER_MATERIALS,oil,46.87
Africa,Central African Republic,copper,2008/06/12,Lst_FABRICS,nylon,45.56
Oceania,Tokelau,Beans,2008/09/02,Lst_OTHER_MATERIALS,asbestos,56.67
Europe,Lithuania,Corn,2003/12/30,Lst_FABRICS,wool,73.25
Africa,Senegal,mercury,2001/04/15,Lst_BUILDING_MATERIALS,plastic,59.79
Americas,Jamaica,Caps,2016/03/10,Lst_METALS,tin,49.5
Asia,Timor-Leste,iron,2014/03/31,Lst_FABRICS,linen,88.34
Europe,Estonia,pullovers ,2021/07/22,Lst_FABRICS,FABRICS,41.83
Oceania,Cook Islands,Corn,2003/12/23,Lst_FABRICS,lace,91.61
Asia,Maldives,copper,2019/04/27,Lst_OTHER_MATERIALS,oil,85.52
Americas,Canada,Rice,2000/12/08,Lst_OTHER_MATERIALS,oil,96.49
Europe,Luxembourg,Coffee,2000/10/08,Lst_OTHER_MATERIALS,chalk,80.62
Europe,Andorra,Rice,2005/04/20,Lst_FABRICS,wool,57.93
Africa,Central African Republic,Sugar ,2005/03/19,Lst_METALS,alloy,46.82
Americas,Guatemala,fish,2012/04/04,Lst_FABRICS,leather,59.36
Asia,Armenia,mercury,2018/12/02,Lst_BUILDING_MATERIALS,concrete,89.66
Africa,Mauritius,Cocoa beans,2015/04/12,Lst_BUILDING_MATERIALS,wood,57.39
Europe,Holy See,Corn,2013/01/13,Lst_BUILDING_MATERIALS,stone,39.38
Americas,"Bonaire, Sint Eustatius and Saba",seeds,2008/07/19,Lst_BUILDING_MATERIALS,cement,86.01
Africa,Djibouti,bronze  ,2015/07/08,Lst_METALS,nickel,87.25
Oceania,Tuvalu,Corn,2000/09/19,Lst_METALS,tin,39.36
Europe,Croatia,bronze  ,2013/08/25,Lst_METALS,helium,63.93
Americas,Paraguay,Corn,2015/12/10,Lst_BUILDING_MATERIALS,glass,36.35
Oceania,Pitcairn,Meat,2020/09/05,Lst_METALS,brass,78.8
Oceania,French Polynesia,mercury,2003/03/12,Lst_FABRICS,wool,56.18
Asia,Timor-Leste,pullovers ,2017/09/02,Lst_OTHER_MATERIALS,gas,30.71
Americas,Saint BarthÃ©lemy,copper,2019/05/19,Lst_FABRICS,cloth,47.4
Americas,Argentina,Diamonds,2000/06/04,Lst_FABRICS,man-made fibres,69.9
Americas,Aruba,magnesium ,2011/12/11,Lst_OTHER_MATERIALS,steam,83.94
Africa,Egypt,fish,2013/01/08,Lst_FABRICS,linen,57.78
Europe,Faroe Islands,Corn,2002/09/10,Lst_FABRICS,linen,47.62
Europe,Albania,magnesium ,2017/05/24,Lst_BUILDING_MATERIALS,glass,40.41
Europe,Greece,copper,2000/04/04,Lst_FABRICS,lace,66.68
Africa,Mali,pullovers ,2013/02/27,Lst_BUILDING_MATERIALS,marble,51.38
Asia,Lao People s Democratic Republic,uranium,2012/04/01,Lst_METALS,platinum,70.09
Americas,Costa Rica,Caps,2010/07/09,Lst_BUILDING_MATERIALS,stone,60.57
Europe,Jersey,Meat,2001/09/20,Lst_OTHER_MATERIALS,rubber,99.14
Europe,Monaco,bronze  ,2010/08/08,Lst_FABRICS,man-made fibres,63.15
Europe,Sweden,Antibiotics ,2012/09/01,Lst_BUILDING_MATERIALS,glass,65.48
Oceania,Guam,mercury,2012/01/19,Lst_METALS,platinum,90.45
Europe,Slovenia,aluminium ,2008/11/04,Lst_BUILDING_MATERIALS,concrete,33.1
Americas,Chile,T-shirts,2002/05/24,Lst_METALS,bronze,61.82
Americas,Greenland,aluminium ,2005/12/26,Lst_OTHER_MATERIALS,ice,43.55
Africa,Congo,Coffee,2002/08/30,Lst_BUILDING_MATERIALS,metal,65.3
Asia,Pakistan,Chocolate,2004/06/19,Lst_METALS,copper,38.01
Americas,Dominica,Coffee,2009/04/30,Lst_FABRICS,linen,76.57
Asia,Tajikistan,aluminium ,2021/07/01,Lst_METALS,helium,97.9
Asia,Sri Lanka,Bananas,2004/07/10,Lst_OTHER_MATERIALS,clay,86.21
Americas,Saint Martin (French part),Meat,2021/05/03,Lst_OTHER_MATERIALS,soil,74.58
Asia,Mongolia,bronze  ,2004/11/02,Lst_OTHER_MATERIALS,charcoal,85.51
Oceania,Solomon Islands,copper,2010/06/29,Lst_OTHER_MATERIALS,dust,41.99
Africa,Mozambique,Chocolate,2021/05/05,Lst_OTHER_MATERIALS,paraffin,69.39
Africa,Niger,mercury,2014/01/16,Lst_METALS,aluminium,90.59
Americas,Barbados,pullovers ,2018/01/19,Lst_FABRICS,FABRICS,61.06
Africa,Burkina Faso,aluminium ,2000/06/20,Lst_BUILDING_MATERIALS,sand,80.02
Americas,Chile,magnesium ,2020/04/23,Lst_BUILDING_MATERIALS,marble,41.66
Oceania,American Samoa,pullovers ,2010/02/06,Lst_FABRICS,man-made fibres,88.04
Europe,Austria,pullovers ,2015/07/27,Lst_FABRICS,man-made fibres,75.79
Europe,Monaco,Caps,2006/12/14,Lst_FABRICS,linen,71.26
Asia,Iran (Islamic Republic of),seeds,2014/07/04,Lst_FABRICS,silk,90.34
Americas,Guyana,Beans,2009/11/13,Lst_METALS,lead,60.98
Africa,Mali,Jerseys,2010/09/21,Lst_METALS,lead,69.05
Americas,Bermuda,mercury,2006/11/11,Lst_FABRICS,wool,37.6
Europe,Croatia,Coffee,2019/10/25,Lst_METALS,alloy,69.35
Europe,Belarus,Rice,2016/10/10,Lst_METALS,iron,35.84
Europe,Iceland,Meat,2004/11/23,Lst_FABRICS,lace,68.72
Americas,CuraÃ§ao,Antibiotics ,2009/11/04,Lst_FABRICS,leather,39.52
Africa,Senegal,Rice,2009/01/20,Lst_METALS,uranium,70.62
Europe,Czech Republic,Jerseys,2012/12/18,Lst_FABRICS,silk,41.99
Africa,Cabo Verde,uranium,2013/05/09,Lst_OTHER_MATERIALS,paraffin,47.03
Europe,Netherlands,Jerseys,2005/11/29,Lst_METALS,helium,55.34
Africa,Mozambique,Gold,2000/09/25,Lst_FABRICS,wool,92.53
Europe,Netherlands,T-shirts,2019/07/03,Lst_OTHER_MATERIALS,paraffin,59.06
Asia,Qatar,Caps,2003/12/17,Lst_BUILDING_MATERIALS,slate,99.09
Americas,Turks and Caicos Islands,bronze  ,2009/05/01,Lst_METALS,brass,46.73
Oceania,Papua New Guinea,Diamonds,2003/03/03,Lst_BUILDING_MATERIALS,wood,61.08
Europe,Lithuania,iron,2002/08/24,Lst_METALS,aluminium,92.17
Asia,Singapore,uranium,2016/12/23,Lst_OTHER_MATERIALS,asbestos,85.23
Asia,Thailand,Rice,2012/11/05,Lst_METALS,aluminium,39.43
Asia,Sri Lanka,seeds,2014/10/16,Lst_BUILDING_MATERIALS,slate,96.16
Oceania,Vanuatu,Coffee,2011/10/05,Lst_METALS,lead,91.43
Africa,Egypt,seeds,2001/04/05,Lst_FABRICS,silk,60.54
Europe,Montenegro,copper,2002/06/17,Lst_METALS,nickel,79.91
Asia,Malaysia,Cocoa beans,2017/06/04,Lst_BUILDING_MATERIALS,slate,42.27
Africa,"Tanzania, United Republic of",Jerseys,2006/11/08,Lst_FABRICS,cotton,38.72
Europe,Estonia,Chocolate,2007/12/05,Lst_METALS,mercury,79.56
Europe,Finland,Diamonds,2015/03/04,Lst_OTHER_MATERIALS,charcoal,82.65
Oceania,Marshall Islands,Coffee,2021/11/12,Lst_BUILDING_MATERIALS,plastic,93.65
Africa,"Tanzania, United Republic of",aluminium ,2010/01/23,Lst_FABRICS,leather,70.77
Oceania,Solomon Islands,Beans,2007/07/10,Lst_FABRICS,cotton,43.25
Europe,Gibraltar,fish,2018/08/27,Lst_OTHER_MATERIALS,rubber,97.86
Europe,Bosnia and Herzegovina,magnesium ,2016/07/30,Lst_OTHER_MATERIALS,petrol,62.68
Asia,Korea (Democratic Peoples Republic of),Diamonds,2000/11/07,Lst_FABRICS,silk,80.9
Africa,Nigeria,Chocolate,2011/08/19,Lst_OTHER_MATERIALS,petrol,52.53
Asia,Maldives,mercury,2006/02/05,Lst_METALS,iron,77.6
Europe,Norway,Rice,2017/10/25,Lst_BUILDING_MATERIALS,gravel,57.25
Africa,Lesotho,Chocolate,2006/06/20,Lst_METALS,alloy,38.84
Africa,Rwanda,Coffee,2014/08/09,Lst_FABRICS,FABRICS,99.14
Americas,Ecuador,Gold,2019/01/28,Lst_OTHER_MATERIALS,dust,76.6
Americas,Martinique,Chocolate,2021/08/15,Lst_BUILDING_MATERIALS,plastic,81.56
Europe,Switzerland,iron,2009/07/22,Lst_FABRICS,nylon,79.59
Africa,Nigeria,Rice,2017/06/02,Lst_METALS,brass,35.27
Oceania,Wallis and Futuna,bronze  ,2016/08/02,Lst_BUILDING_MATERIALS,glass,42.44
Europe,Macedonia (the former Yugoslav Republic of),Rice,2016/04/08,Lst_FABRICS,man-made fibres,39.74
Europe,Macedonia (the former Yugoslav Republic of),Rice,2021/07/30,Lst_METALS,iron,80.84
Oceania,Northern Mariana Islands,Gold,2014/10/29,Lst_BUILDING_MATERIALS,sand,48.89
Oceania,Northern Mariana Islands,Bananas,2001/01/13,Lst_OTHER_MATERIALS,soil,58.1
Europe,Guernsey,fish,2008/11/29,Lst_OTHER_MATERIALS,water,55.77
Africa,Gabon,Jewelry,2015/01/21,Lst_BUILDING_MATERIALS,sand,54.27
Americas,Canada,Jerseys,2018/03/26,Lst_METALS,nitrogen,39.11
Americas,Falkland Islands (Malvinas),pullovers ,2003/10/06,Lst_METALS,nitrogen,67.6
Oceania,Niue,Sugar ,2005/06/19,Lst_FABRICS,FABRICS,43.75
Oceania,Tokelau,uranium,2009/09/09,Lst_OTHER_MATERIALS,rubber,60.97
Europe,Gibraltar,Chocolate,2005/05/12,Lst_FABRICS,nylon,63.67
Oceania,Nauru,bronze  ,2003/07/06,Lst_METALS,silver,81.08
Europe,Andorra,copper,2007/10/17,Lst_OTHER_MATERIALS,chalk,98.42
Europe,Austria,magnesium ,2012/06/20,Lst_FABRICS,wool,72.48
Europe,Bulgaria,Rice,2014/09/05,Lst_OTHER_MATERIALS,asbestos,31.84
Americas,Cayman Islands,Gold,2010/01/20,Lst_FABRICS,nylon,94.19
Americas,Suriname,mercury,2008/02/26,Lst_OTHER_MATERIALS,OTHER MATERIALS,42.28
Africa,Chad,iron,2009/04/07,Lst_OTHER_MATERIALS,rubber,68.15
Oceania,Pitcairn,uranium,2020/11/05,Lst_METALS,magnesium,56.31
Asia,Macao,Corn,2002/06/28,Lst_FABRICS,nylon,47.76
Africa,Congo,Provitamins,2000/06/25,Lst_BUILDING_MATERIALS,sand,67.84
Americas,Colombia,uranium,2017/02/26,Lst_OTHER_MATERIALS,paraffin,67.87
Europe,Switzerland,Coffee,2016/06/29,Lst_BUILDING_MATERIALS,gravel,69.34
Europe,Sweden,aluminium ,2015/10/06,Lst_OTHER_MATERIALS,coal,87.8
Oceania,Samoa,iron,2002/12/08,Lst_FABRICS,leather,67.15
Asia,Korea (Republic of),Meat,2005/11/15,Lst_FABRICS,FABRICS,62.87
Asia,Sri Lanka,Meat,2006/07/22,Lst_METALS,magnesium,87.15
Oceania,Fiji,Silver ,2014/02/26,Lst_FABRICS,leather,94.34
Asia,Cambodia,Coffee,2000/12/25,Lst_FABRICS,nylon,93.51
Europe,Belgium,Coffee,2017/10/06,Lst_OTHER_MATERIALS,asbestos,60.31
Africa,Uganda,seeds,2012/10/21,Lst_FABRICS,FABRICS,64.29
Asia,Lebanon,Bananas,2006/07/07,Lst_OTHER_MATERIALS,asbestos,89.8
Asia,Viet Nam,Diamonds,2003/02/21,Lst_BUILDING_MATERIALS,concrete,87.41
Europe,Faroe Islands,Coffee,2013/09/09,Lst_OTHER_MATERIALS,dust,75.78
Europe,Spain,safflower,2012/04/20,Lst_OTHER_MATERIALS,steam,44.72
Africa,Seychelles,iron,2019/05/22,Lst_METALS,magnesium,95.97
Europe,Bosnia and Herzegovina,Chocolate,2012/09/07,Lst_OTHER_MATERIALS,dust,83.68
Oceania,Samoa,seeds,2000/01/04,Lst_METALS,helium,46.23
Asia,Iran (Islamic Republic of),fish,2010/09/01,Lst_METALS,gold,99.11
Americas,Guadeloupe,Cocoa beans,2011/04/25,Lst_OTHER_MATERIALS,coal,84.71
Africa,Sao Tome and Principe,fish,2004/03/22,Lst_FABRICS,leather,71.48
Americas,Cuba,safflower,2014/07/14,Lst_METALS,iron,90.3
